# coordinate_x	h	p	@time=91.28999999999999
0.000000000000000000e+00	2.753498952914312792e-01	5.968596598011230991e-01
5.000000000000000104e-03	2.753461692460004717e-01	5.968595360854093146e-01
1.000000000000000021e-02	2.753349911157816354e-01	5.968591648979126862e-01
1.499999999999999944e-02	2.753163609073159268e-01	5.968585461951665394e-01
2.000000000000000042e-02	2.752902786364913035e-01	5.968576798715887755e-01
2.500000000000000139e-02	2.752567443215230836e-01	5.968565658060951407e-01
2.999999999999999889e-02	2.752157579897549500e-01	5.968552038169064877e-01
3.500000000000000333e-02	2.751673196708223079e-01	5.968535937069087138e-01
4.000000000000000083e-02	2.751114294034982533e-01	5.968517352181770264e-01
4.499999999999999833e-02	2.750480872288557643e-01	5.968496280772945806e-01
5.000000000000000278e-02	2.749772931971253831e-01	5.968472719498277845e-01
5.500000000000000028e-02	2.748990473608511342e-01	5.968446664856223993e-01
5.999999999999999778e-02	2.748133497817605853e-01	5.968418112732363223e-01
6.500000000000000222e-02	2.747202005239124389e-01	5.968387058852161475e-01
7.000000000000000666e-02	2.746195996605814149e-01	5.968353498324874273e-01
7.500000000000001110e-02	2.745115472673946289e-01	5.968317426096120260e-01
8.000000000000000167e-02	2.743960434292334050e-01	5.968278836491344164e-01
8.499999999999999223e-02	2.742730882333567211e-01	5.968237723668217143e-01
8.999999999999999667e-02	2.741426817763219503e-01	5.968194081159629016e-01
9.500000000000000111e-02	2.740048241570931520e-01	5.968147902325933174e-01
1.000000000000000056e-01	2.738595154839834622e-01	5.968099179897442541e-01
1.050000000000000100e-01	2.737067558677451773e-01	5.968047906426516835e-01
1.100000000000000006e-01	2.735465454285365139e-01	5.967994073829562263e-01
1.149999999999999911e-01	2.733788842889916526e-01	5.967937673838946688e-01
1.199999999999999956e-01	2.732037725812138662e-01	5.967878697544486410e-01
1.250000000000000000e-01	2.730212104398228590e-01	5.967817135845200349e-01
1.300000000000000044e-01	2.728311980089772604e-01	5.967752978990253920e-01
1.350000000000000089e-01	2.726337354353967624e-01	5.967686217030544471e-01
1.400000000000000133e-01	2.724288228754162544e-01	5.967616839359105585e-01
1.450000000000000178e-01	2.722164604879807603e-01	5.967544835162492678e-01
1.499999999999999944e-01	2.719966484417336572e-01	5.967470192960654396e-01
1.549999999999999989e-01	2.717693869079812474e-01	5.967392901058082844e-01
1.600000000000000033e-01	2.715346760678185589e-01	5.967312947083159846e-01
1.650000000000000078e-01	2.712925161050611655e-01	5.967230318439044057e-01
1.700000000000000122e-01	2.710429072134105666e-01	5.967145001842492080e-01
1.749999999999999889e-01	2.707858495893508688e-01	5.967056983774438050e-01
1.799999999999999933e-01	2.705213434393566874e-01	5.966966250018310713e-01
1.849999999999999978e-01	2.702493889727520804e-01	5.966872786110249960e-01
1.900000000000000022e-01	2.699699864089638579e-01	5.966776576876942073e-01
1.950000000000000067e-01	2.696831359703398823e-01	5.966677606885411045e-01
2.000000000000000111e-01	2.693888378894506164e-01	5.966575859980400853e-01
2.050000000000000155e-01	2.690870924018644583e-01	5.966471319733666068e-01
2.099999999999999922e-01	2.687778997535003045e-01	5.966363968980941124e-01
2.149999999999999967e-01	2.684612601933567544e-01	5.966253790270643620e-01
2.200000000000000011e-01	2.681371739809195187e-01	5.966140765400476109e-01
2.250000000000000056e-01	2.678056413788411638e-01	5.966024875865446608e-01
2.300000000000000100e-01	2.674666626604062514e-01	5.965906102394152866e-01
2.349999999999999867e-01	2.671202381021591798e-01	5.965784425396007951e-01
2.399999999999999911e-01	2.667663679914303865e-01	5.965659824497286934e-01
2.449999999999999956e-01	2.664050526189088441e-01	5.965532278987406567e-01
2.500000000000000000e-01	2.660362922862325452e-01	5.965401767354833185e-01
2.550000000000000044e-01	2.656600872985030448e-01	5.965268267732257712e-01
2.600000000000000089e-01	2.652764379719438903e-01	5.965131757432464710e-01
2.650000000000000133e-01	2.648853446263533251e-01	5.964992213392237286e-01
2.700000000000000178e-01	2.644868075928343831e-01	5.964849611708284982e-01
2.750000000000000222e-01	2.640808272061828110e-01	5.964703928079702067e-01
2.800000000000000266e-01	2.636674038126924913e-01	5.964555137344086377e-01
2.850000000000000311e-01	2.632465377624748082e-01	5.964403213918316737e-01
2.899999999999999800e-01	2.628182294173436184e-01	5.964248131335028180e-01
2.949999999999999845e-01	2.623824791430625081e-01	5.964089862681462018e-01
2.999999999999999889e-01	2.619392873173131409e-01	5.963928380136466201e-01
3.049999999999999933e-01	2.614886543218667425e-01	5.963763655407150477e-01
3.099999999999999978e-01	2.610305805506401566e-01	5.963595659266598403e-01
3.150000000000000022e-01	2.605650664017880036e-01	5.963424361988038935e-01
3.200000000000000067e-01	2.600921122858500523e-01	5.963249732883475485e-01
3.250000000000000111e-01	2.596117186177606673e-01	5.963071740735036430e-01
3.300000000000000155e-01	2.591238858250922705e-01	5.962890353334787674e-01
3.350000000000000200e-01	2.586286143399773030e-01	5.962705537912869058e-01
3.400000000000000244e-01	2.581259046074529384e-01	5.962517260678761311e-01
3.449999999999999734e-01	2.576157570772912297e-01	5.962325487245816458e-01
3.499999999999999778e-01	2.570981722124500157e-01	5.962130182174286697e-01
3.549999999999999822e-01	2.565731504808068109e-01	5.961931309391764744e-01
3.599999999999999867e-01	2.560406923637209564e-01	5.961728831738336565e-01
3.649999999999999911e-01	2.555007983476668132e-01	5.961522711382433171e-01
3.699999999999999956e-01	2.549534689329127080e-01	5.961312909368483570e-01
3.750000000000000000e-01	2.543987046250482664e-01	5.961099386027615132e-01
