# coordinate_x	h	p	@time=161.29
0.000000000000000000e+00	2.709206057235602483e-01	5.755936018980765123e-01
5.000000000000000104e-03	2.709170128072783679e-01	5.755935822439297578e-01
1.000000000000000021e-02	2.709062340603761720e-01	5.755935232752101838e-01
1.499999999999999944e-02	2.708882694849465422e-01	5.755934249851545337e-01
2.000000000000000042e-02	2.708631190860733562e-01	5.755932873573346154e-01
2.500000000000000139e-02	2.708307828695856179e-01	5.755931103729100551e-01
2.999999999999999889e-02	2.707912608442343272e-01	5.755928940035969221e-01
3.500000000000000333e-02	2.707445530195050076e-01	5.755926382187258605e-01
4.000000000000000083e-02	2.706906594078097861e-01	5.755923429781655276e-01
4.499999999999999833e-02	2.706295800222991987e-01	5.755920082393757298e-01
5.000000000000000278e-02	2.705613148790591005e-01	5.755916339503228674e-01
5.500000000000000028e-02	2.704858639949195842e-01	5.755912200565288517e-01
5.999999999999999778e-02	2.704032273896574412e-01	5.755907664939811097e-01
6.500000000000000222e-02	2.703134050838014724e-01	5.755902731961781704e-01
7.000000000000000666e-02	2.702163971008411658e-01	5.755897400870330083e-01
7.500000000000001110e-02	2.701122034650273451e-01	5.755891670879156319e-01
8.000000000000000167e-02	2.700008242035880079e-01	5.755885541105498771e-01
8.499999999999999223e-02	2.698822593445234785e-01	5.755879010640536642e-01
8.999999999999999667e-02	2.697565089188307397e-01	5.755872078478275755e-01
9.500000000000000111e-02	2.696235729582914797e-01	5.755864743585936694e-01
1.000000000000000056e-01	2.694834514977061390e-01	5.755857004832763968e-01
1.050000000000000100e-01	2.693361445726742964e-01	5.755848861060387511e-01
1.100000000000000006e-01	2.691816522218388186e-01	5.755840311011554133e-01
1.149999999999999911e-01	2.690199744846578089e-01	5.755831353400464589e-01
1.199999999999999956e-01	2.688511114036603034e-01	5.755821986841433979e-01
1.250000000000000000e-01	2.686750630222084490e-01	5.755812209919189959e-01
1.300000000000000044e-01	2.684918293867656902e-01	5.755802021117456535e-01
1.350000000000000089e-01	2.683014105446480668e-01	5.755791418889234512e-01
1.400000000000000133e-01	2.681038065463066666e-01	5.755780401585293138e-01
1.450000000000000178e-01	2.678990174430664895e-01	5.755768967524422797e-01
1.499999999999999944e-01	2.676870432894242757e-01	5.755757114921841167e-01
1.549999999999999989e-01	2.674678841407738261e-01	5.755744841959421487e-01
1.600000000000000033e-01	2.672415400557203724e-01	5.755732146714006570e-01
1.650000000000000078e-01	2.670080110937918527e-01	5.755719027227603757e-01
