# coordinate_x	h	p	@time=201.29
0.000000000000000000e+00	2.703838333062476007e-01	5.730663343398048060e-01
5.000000000000000104e-03	2.703802562125655062e-01	5.730663271795157776e-01
1.000000000000000021e-02	2.703695249329669537e-01	5.730663056963445356e-01
1.499999999999999944e-02	2.703516394690110292e-01	5.730662698878093986e-01
2.000000000000000042e-02	2.703265998244849255e-01	5.730662197478821884e-01
2.500000000000000139e-02	2.702944060037309471e-01	5.730661552696495464e-01
2.999999999999999889e-02	2.702550580132687674e-01	5.730660764427326637e-01
3.500000000000000333e-02	2.702085558601655668e-01	5.730659832558775424e-01
4.000000000000000083e-02	2.701548995536697806e-01	5.730658756943580734e-01
4.499999999999999833e-02	2.700940891035808478e-01	5.730657537425639658e-01
5.000000000000000278e-02	2.700261245218869011e-01	5.730656173814012710e-01
5.500000000000000028e-02	2.699510058211320729e-01	5.730654665908788692e-01
5.999999999999999778e-02	2.698687330160586262e-01	5.730653013475064395e-01
6.500000000000000222e-02	2.697793061219714850e-01	5.730651216268802806e-01
7.000000000000000666e-02	2.696827251563859162e-01	5.730649274010786165e-01
7.500000000000001110e-02	2.695789901373872866e-01	5.730647186412464178e-01
8.000000000000000167e-02	2.694681010852855163e-01	5.730644953149880427e-01
8.499999999999999223e-02	2.693500580209701178e-01	5.730642573889509483e-01
8.999999999999999667e-02	2.692248609675713111e-01	5.730640048262162223e-01
9.500000000000000111e-02	2.690925099488097327e-01	5.730637375888810725e-01
1.000000000000000056e-01	2.689530049906653786e-01	5.730634556354462505e-01
1.050000000000000100e-01	2.688063461197208182e-01	5.730631589233985412e-01
1.100000000000000006e-01	2.686525333648389635e-01	5.730628474065943001e-01
1.149999999999999911e-01	2.684915667554990670e-01	5.730625210378417211e-01
1.199999999999999956e-01	2.683234463234840383e-01	5.730621797662811545e-01
1.250000000000000000e-01	2.681481721012082819e-01	5.730618235399665972e-01
1.300000000000000044e-01	2.679657441234157833e-01	5.730614523032426799e-01
1.350000000000000089e-01	2.677761624254987871e-01	5.730610659993257139e-01
1.400000000000000133e-01	2.675794270452075962e-01	5.730606645676772359e-01
1.450000000000000178e-01	2.673755380209588139e-01	5.730602479465838339e-01
1.499999999999999944e-01	2.671644953935586320e-01	5.730598160705279165e-01
1.549999999999999989e-01	2.669462992044990823e-01	5.730593688727663171e-01
1.600000000000000033e-01	2.667209494976958140e-01	5.730589062826977331e-01
1.650000000000000078e-01	2.664884463177719098e-01	5.730584282284402198e-01
1.700000000000000122e-01	2.662487897118105962e-01	5.730579346341950764e-01
1.749999999999999889e-01	2.660019797276262365e-01	5.730574254228234521e-01
