File	Min_h	Min_x
domain_000000.txt	0.0001	-0.0002624999999999711
domain_000001.txt	0.00046589338246189006	0.0
domain_000002.txt	0.000829727810164907	0.0
domain_000003.txt	0.0011989303680697146	0.0005999999999999339
domain_000004.txt	0.0015707094699488468	0.0005999999999999339
domain_000005.txt	0.001946355710643748	0.0005999999999999339
domain_000006.txt	0.0023228525491117437	0.0011999999999998678
domain_000007.txt	0.0026960885231773948	0.0011999999999998678
domain_000008.txt	0.003070092767535744	0.0011999999999998678
domain_000009.txt	0.0034421585214701	0.0018000000000000238
domain_000010.txt	0.003813012621779425	0.0018000000000000238
domain_000011.txt	0.00418305152155179	0.00240000000000018
domain_000012.txt	0.0045509162863889676	0.00240000000000018
domain_000013.txt	0.0049183389320597215	0.0030000000000001137
domain_000014.txt	0.005283324921909169	0.0030000000000001137
domain_000015.txt	0.005647849445836866	0.003600000000000048
domain_000016.txt	0.006010017742652033	0.003600000000000048
domain_000017.txt	0.006371500059891893	0.0041999999999999815
domain_000018.txt	0.00673087998489316	0.0041999999999999815
domain_000019.txt	0.007089245097724794	0.0047999999999999154
domain_000020.txt	0.00744584741456603	0.0047999999999999154
domain_000021.txt	0.007801060244571695	0.0053999999999998485
domain_000022.txt	0.008154885444122	0.0053999999999998485
domain_000023.txt	0.008506935090095917	0.005999999999999783
domain_000024.txt	0.008857978857741705	0.005999999999999783
domain_000025.txt	0.009206871171167887	0.006599999999999939
domain_000026.txt	0.009554870702491038	0.007200000000000095
domain_000027.txt	0.00990088047437979	0.007200000000000095
domain_000028.txt	0.010245704229569084	0.007800000000000029
domain_000029.txt	0.010588985101247669	0.007800000000000029
domain_000030.txt	0.010930671841868144	0.008399999999999963
domain_000031.txt	0.01127121626810426	0.008399999999999963
domain_000032.txt	0.011609809043328532	0.008999999999999897
domain_000033.txt	0.0119473958356061	0.009599999999999831
domain_000034.txt	0.012283158756199768	0.009599999999999831
domain_000035.txt	0.012617698273582865	0.010199999999999987
domain_000036.txt	0.01295077065178832	0.010199999999999987
domain_000037.txt	0.013282316146714247	0.010800000000000143
domain_000038.txt	0.013612700346153292	0.010800000000000143
domain_000039.txt	0.01394130620503332	0.011400000000000077
domain_000040.txt	0.014268903484287871	0.01200000000000001
domain_000041.txt	0.014594730090368964	0.01200000000000001
domain_000042.txt	0.014919457401331595	0.012599999999999945
domain_000043.txt	0.015242653881604897	0.012599999999999945
domain_000044.txt	0.01556456864625604	0.013199999999999878
domain_000045.txt	0.015885147495585155	0.013199999999999878
domain_000046.txt	0.016204307274026157	0.013800000000000034
domain_000047.txt	0.01652228438446564	0.013800000000000034
domain_000048.txt	0.016838746709648487	0.01440000000000019
domain_000049.txt	0.017154141046239475	0.01440000000000019
domain_000050.txt	0.017467963441819917	0.015000000000000124
domain_000051.txt	0.017780796786734564	0.015000000000000124
domain_000052.txt	0.01809203664974199	0.015600000000000058
domain_000053.txt	0.018402333323172985	0.015600000000000058
domain_000054.txt	0.018711047900161457	0.016199999999999992
domain_000055.txt	0.01901883452503152	0.016199999999999992
domain_000056.txt	0.01932508082158332	0.016799999999999926
domain_000057.txt	0.019630386076926007	0.016799999999999926
domain_000058.txt	0.019934220815679717	0.01739999999999986
domain_000059.txt	0.020237075217305	0.01739999999999986
